"","tired","sleep","highstand","relax","anxiety","urge_restrict"
"tired",0,0.0650090419338519,-0.475598086817823,-0.416047714843516,0.3894034142334,0.142494624898347
"sleep",0.0650090419338519,0,0.233074909107329,-0.126252306563499,0.0824995139100025,0.0389595771971529
"highstand",-0.475598086817823,0.233074909107329,0,-0.179590885692875,0.444245867274424,-0.0900896383033466
"relax",-0.416047714843516,-0.126252306563499,-0.179590885692875,0,0.687813450229483,-0.197579759515513
"anxiety",0.3894034142334,0.0824995139100025,0.444245867274424,0.687813450229483,0,0.356280423639851
"urge_restrict",0.142494624898347,0.0389595771971529,-0.0900896383033466,-0.197579759515513,0.356280423639851,0
