"","feelfat","bodydiss","wtshdiss","overvalwtsh","fowg","restrict"
"feelfat",0.232079184228782,0.223920335279149,0.173831478317096,-0.0284605539546906,0.0758461870813299,0.00270018447348969
"bodydiss",0.0101013296403507,-0.114065631646129,-0.0316063435407169,-0.0394436654722143,-0.109578768412527,-0.225909926644789
"wtshdiss",-0.0141687098315486,0.154930799843389,0.144603752554861,-0.0209938215103085,-0.00049778125126199,0.0483629871785823
"overvalwtsh",0.283017909033548,0.182932104250227,0.235404954434816,0.0983883622042006,0.134185067660978,0.315076203578273
"fowg",-0.110622504210895,-0.0183570806758557,0.00387746403266471,0.102351117816769,0.339800378411115,0.200764640661486
"restrict",-0.116163694767795,-0.164383141962,-0.150750523713964,-0.020538050481995,0.0723367165905319,0.269590531452698
